concentration,electric_field,gap_mm,pressure,ne,ni,CF4,ErrCF4,Ar_dbleStar,ErrAr_dbleStar,CF3,ErrCF3,Ar_3rd,ErrAr_3rd,Ar_696,ErrAr_696,Ar_727,ErrAr_727,Ar_750,ErrAr_750,Ar_763,ErrAr_763,Ar_772,ErrAr_772,Ar_794,ErrAr_794
1.0,35.1,0.1129,1.0,114.39,113.72,0.45458519101320044,0.06303962366402638,214.162077104642,1.3682871713344433,0.017484045808200017,0.012363087353554464,0.0,0.0,155.88775242591134,1.1673792452223863,155.88775242591134,1.1673792452223863,177.74280968616137,1.2465278630321552,177.74280968616137,1.2465278630321552,155.88775242591134,1.1673792452223863,165.90611067400997,1.2043068626568338
1.0,43.3,0.075,1.0,93.34,92.55,0.40711377758731515,0.06604257556212745,168.89865009642168,1.3451762501439648,0.03214056138847225,0.018556361769540144,0.0,0.0,125.26248125133918,1.158448167209194,125.26248125133918,1.158448167209194,142.75766016713092,1.2367041333421036,142.75766016713092,1.2367041333421036,125.26248125133918,1.158448167209194,133.38332976215983,1.195409985237915
1.0,43.3,0.1078,0.05,133.17,128.05,1.081324622662762,0.09011038522189684,21.874296012615456,0.4052880909668435,0.05256439137943982,0.019867472486780738,3.003679507396561,0.15018397536982805,18.90065330029286,0.376734339404098,18.90065330029286,0.376734339404098,20.49260343921304,0.39227927871469487,20.49260343921304,0.39227927871469487,18.90065330029286,0.376734339404098,19.59900878576256,0.3836311413815365
1.0,43.3,0.1078,0.05,133.17,128.05,1.081324622662762,0.09011038522189684,21.874296012615456,0.4052880909668435,0.05256439137943982,0.019867472486780738,3.003679507396561,0.15018397536982805,18.90065330029286,0.376734339404098,18.90065330029286,0.376734339404098,20.49260343921304,0.39227927871469487,20.49260343921304,0.39227927871469487,18.90065330029286,0.376734339404098,19.59900878576256,0.3836311413815365
1.0,44.1,0.05,0.2,96.89,95.54,0.7224687790277634,0.0863515354044871,48.869852409949424,0.7102006014589234,0.08256786046031582,0.029192147019776966,0.3612343895138817,0.061059756250383075,38.07410465476313,0.6268669476338203,38.07410465476313,0.6268669476338203,42.85271957890391,0.6650429845634024,42.85271957890391,0.6650429845634024,38.07410465476313,0.6268669476338203,40.25183197440396,0.6445451541333882
1.0,48.1,0.0638,1.0,108.64,107.78,0.5062592047128129,0.06826397723762577,155.43078055964654,1.1961169246130534,0.027614138438880706,0.015943030261127367,0.0,0.0,114.82879234167893,1.0280885449046702,114.82879234167893,1.0280885449046702,130.1362297496318,1.0944709321890522,130.1362297496318,1.0944709321890522,114.82879234167893,1.0280885449046702,122.12812960235641,1.060261458025179
1.0,54.8,0.05,1.0,88.69,87.78,0.49611004622843613,0.07479140354843612,139.36182207689706,1.25352956226743,0.045100913293494194,0.022550456646747097,0.0,0.0,103.95760514150412,1.0826567941511154,103.95760514150412,1.0826567941511154,117.4315029879355,1.150681106365224,117.4315029879355,1.150681106365224,103.95760514150412,1.0826567941511154,110.49723756906077,1.116190656963769
1.0,59.3,0.0456,1.0,94.61,93.72,0.5813338970510517,0.07838704668740791,127.31212345418032,1.1600223576956943,0.06341824331466019,0.02589038941743133,0.0,0.0,94.14438220061304,0.9975362430430653,94.14438220061304,0.9975362430430653,107.31423739562415,1.0650258540119184,107.31423739562415,1.0650258540119184,94.14438220061304,0.9975362430430653,100.49677623929817,1.0306413058449555
1.0,65.8,0.0393,1.0,86.17,85.24,0.580248346292213,0.08205950808710079,119.83288847626784,1.1792610853392356,0.034814900777532784,0.020100392335718663,0.0,0.0,88.97528142044796,1.01614723249241,88.97528142044796,1.01614723249241,100.80074271788325,1.081567975367971,100.80074271788325,1.081567975367971,88.97528142044796,1.01614723249241,94.61529534640826,1.0478584700111242
1.0,65.8,0.1059,0.05,112.09,106.23,1.1687037202248194,0.10211011813952714,17.378891961816397,0.3937563830977591,0.09813542688910697,0.02958894451204746,4.184137746453742,0.19320552973242675,15.5053974484789,0.37192726533456744,15.5053974484789,0.37192726533456744,16.522437327147827,0.38393139069230103,16.522437327147827,0.38393139069230103,15.5053974484789,0.37192726533456744,15.951467570702114,0.37723926330388036
1.0,65.8,0.1059,0.05,112.09,106.23,1.1687037202248194,0.10211011813952714,17.378891961816397,0.3937563830977591,0.09813542688910697,0.02958894451204746,4.184137746453742,0.19320552973242675,15.5053974484789,0.37192726533456744,15.5053974484789,0.37192726533456744,16.522437327147827,0.38393139069230103,16.522437327147827,0.38393139069230103,15.5053974484789,0.37192726533456744,15.951467570702114,0.37723926330388036
